선수명,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의4구,사구,삼진,병살타,장타율,출루율,출루율+장타율,멀티히트,득점권타율,대타타율,년도
김주형,키움,0.200,55,130,110,16,22,7,1,1,34,5,2,1,4,0,13,29,4,0.309,0.305,0.614,4,0.0,0.5,2022
이용규,키움,0.199,86,326,271,34,54,6,0,0,60,21,1,2,45,0,7,42,7,0.221,0.326,0.547,12,0.211,0.154,2022
김준완,키움,0.192,111,398,317,43,61,10,2,1,78,28,6,3,64,0,8,71,4,0.246,0.339,0.585,12,0.219,0.0,2022
이병규,키움,0.184,24,40,38,7,7,1,1,0,10,5,0,0,2,0,0,11,0,0.263,0.225,0.488,1,0.25,0.0,2022
김수환,키움,0.179,57,168,140,18,25,6,0,4,43,14,3,1,21,0,3,56,0,0.307,0.297,0.604,5,0.107,0.167,2022
이주형,키움,0.169,32,85,71,7,12,0,0,1,15,8,0,1,10,0,3,27,0,0.211,0.294,0.505,0,0.143,0.111,2022
박준태,키움,0.157,52,84,70,9,11,4,0,1,18,10,1,0,11,0,2,33,0,0.257,0.289,0.546,0,0.235,0.0,2022
신준우,키움,0.140,76,54,43,6,6,3,0,0,9,0,2,0,7,0,2,19,0,0.209,0.288,0.497,0,0.091,0.0,2022
예진원,키움,0.100,20,14,10,0,1,0,0,0,1,0,1,0,3,0,0,3,0,0.100,0.308,0.408,0,0.0,0.0,2022
김시앙,키움,0.083,13,14,12,1,1,0,0,0,1,0,1,0,1,0,0,8,1,0.083,0.154,0.237,0,0.0,0.0,2022
강민국,키움,0.000,3,4,3,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.000,0.250,0.250,0,0.0,0.0,2022
김성진,키움,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2022
김태훈,키움,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2022
노운현,키움,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2022
박승주,키움,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2022
박주성,키움,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2022
애플러,키움,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2022
하영민,키움,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2022
문보경,LG,0.315,126,466,406,52,128,22,3,9,183,56,5,7,47,1,1,56,11,0.451,0.382,0.833,35,0.287,0.25,2022
문성주,LG,0.303,106,390,327,55,99,15,3,6,138,41,8,1,51,2,3,36,13,0.422,0.401,0.823,25,0.265,0.286,2022
채은성,LG,0.296,126,526,467,48,138,26,2,12,204,83,0,11,27,3,21,88,16,0.437,0.354,0.791,31,0.279,0.0,2022
박해민,LG,0.289,144,636,570,97,165,20,8,3,210,49,7,6,44,0,9,85,4,0.368,0.347,0.715,42,0.333,0.0,2022
김현수,LG,0.286,141,604,524,78,150,25,2,23,248,106,0,3,71,7,5,62,5,0.473,0.375,0.848,43,0.275,0.0,2022
홍창기,LG,0.286,118,525,437,76,125,19,4,1,155,51,5,5,59,0,19,75,11,0.355,0.390,0.745,34,0.385,0.0,2022
오지환,LG,0.269,142,569,494,75,133,16,4,25,232,87,3,3,62,2,7,107,11,0.470,0.357,0.827,35,0.32,1.0,2022
이형종,LG,0.264,26,63,53,3,14,3,0,0,17,7,1,3,5,0,1,10,0,0.321,0.323,0.644,0,0.231,0.364,2022
손호영,LG,0.257,36,82,74,13,19,0,2,3,32,14,1,1,6,0,0,14,2,0.432,0.309,0.741,4,0.455,1.0,2022
유강남,LG,0.255,139,469,416,54,106,16,0,8,146,47,6,2,34,1,11,98,9,0.351,0.326,0.677,27,0.255,0.385,2022
이상호,LG,0.250,60,80,72,9,18,2,0,0,20,5,3,0,4,0,1,6,1,0.278,0.299,0.577,1,0.15,0.286,2022
허도환,LG,0.247,64,92,85,7,21,5,0,1,29,6,3,0,2,0,2,26,2,0.341,0.281,0.622,5,0.174,0.0,2022
송찬의,LG,0.236,33,78,72,8,17,4,0,3,30,10,0,1,2,0,3,24,0,0.417,0.282,0.699,4,0.294,0.0,2022
이재원,LG,0.224,85,253,223,31,50,8,2,13,101,43,0,0,18,2,12,77,3,0.453,0.316,0.769,10,0.262,0.286,2022
서건창,LG,0.224,77,247,219,39,49,10,1,2,67,18,3,1,20,0,4,44,5,0.306,0.299,0.605,10,0.172,0.2,2022
김기연,LG,0.222,12,9,9,0,2,0,0,0,2,1,0,0,0,0,0,3,0,0.222,0.222,0.444,0,0.5,0.0,2022
한석현,LG,0.222,6,10,9,1,2,0,0,0,2,0,1,0,0,0,0,3,0,0.222,0.222,0.444,0,0.0,0.0,2022
김민성,LG,0.207,92,157,140,16,29,4,0,3,42,20,3,1,10,0,3,27,4,0.300,0.273,0.573,4,0.211,0.214,2022
가르시아,LG,0.206,39,156,136,21,28,6,1,4,48,19,0,0,19,0,1,40,4,0.353,0.308,0.661,8,0.2,0.0,2022
이천웅,LG,0.200,19,23,20,3,4,0,0,0,4,0,0,0,3,0,0,3,0,0.200,0.304,0.504,0,0.0,0.154,2022
최민창,LG,0.200,4,5,5,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0.200,0.200,0.400,0,0.0,0.0,2022
이영빈,LG,0.184,60,83,76,16,14,3,0,1,20,5,0,0,7,0,0,25,3,0.263,0.253,0.516,2,0.077,0.105,2022
루이즈,LG,0.155,27,94,84,10,13,4,1,1,22,6,0,1,9,0,0,13,5,0.262,0.234,0.496,1,0.176,0.0,2022
고우석,LG,0.000,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.0,0.0,2022
김진성,LG,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2022
김호은,LG,0.000,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0,2022
박용택,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2022
박재욱,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2022
배재준,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2022
백승현,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2022
송승기,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2022
송은범,LG,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2022
신민재,LG,0.000,14,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.0,0.0,2022
안익훈,LG,0.000,14,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.250,0.250,0,0.0,0.0,2022
정우영,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2022
진해수,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2022
채원후,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2022
최동환,LG,-,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2022
최성훈,LG,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2022
함덕주,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2022
허준혁,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2022
문상준,KT,0.333,2,3,3,0,1,1,0,0,2,0,0,0,0,0,0,2,0,0.667,0.333,1.000,0,1.0,0.0,2022
전진영,KT,0.333,4,3,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0.333,0.333,0.666,0,0.5,0.0,2022
조용호,KT,0.308,131,531,474,52,146,18,4,3,181,44,2,3,49,3,3,74,3,0.382,0.374,0.756,39,0.293,0.2,2022
알포드,KT,0.286,80,323,283,48,81,19,1,14,144,50,0,4,33,3,3,90,3,0.509,0.362,0.871,22,0.239,0.0,2022
김민혁,KT,0.284,132,434,373,47,106,10,2,0,120,35,19,3,37,2,2,62,10,0.322,0.349,0.671,20,0.279,0.296,2022
박병호,KT,0.275,124,487,429,72,118,17,0,35,240,98,0,6,40,3,12,131,7,0.559,0.349,0.908,24,0.259,0.429,2022
김준태,KT,0.273,98,270,231,28,63,16,1,4,93,27,3,3,33,1,0,77,4,0.403,0.360,0.763,16,0.25,0.182,2022
배정대,KT,0.266,144,575,508,64,135,24,2,6,181,56,5,4,54,0,4,126,2,0.356,0.339,0.695,34,0.281,0.333,2022
황재균,KT,0.262,141,581,519,59,136,25,3,10,197,64,2,2,53,5,5,99,17,0.380,0.335,0.715,36,0.303,0.0,2022
장성우,KT,0.260,117,420,362,48,94,11,0,18,159,55,1,3,52,2,2,79,12,0.439,0.353,0.792,26,0.277,0.1,2022
라모스,KT,0.250,18,80,72,10,18,1,1,3,30,11,1,1,4,0,2,18,2,0.417,0.304,0.721,3,0.1,0.0,2022
장준원,KT,0.246,35,63,57,7,14,2,0,3,25,10,3,0,3,0,0,17,5,0.439,0.283,0.722,2,0.364,0.5,2022
강백호,KT,0.245,62,264,237,24,58,12,0,6,88,29,1,2,23,2,1,44,6,0.371,0.312,0.683,18,0.23,0.0,2022
심우준,KT,0.240,132,449,388,69,93,8,2,4,117,34,11,4,43,0,2,75,11,0.302,0.316,0.618,23,0.175,0.333,2022
홍현빈,KT,0.237,61,92,76,8,18,2,0,0,20,1,6,0,10,0,0,26,1,0.263,0.326,0.589,2,0.087,1.0,2022
오윤석,KT,0.234,112,337,286,23,67,13,0,6,98,37,5,6,34,0,6,69,9,0.343,0.322,0.665,14,0.186,0.333,2022
문상철,KT,0.224,28,52,49,5,11,3,0,2,20,4,0,0,3,0,0,17,2,0.408,0.269,0.677,2,0.083,0.188,2022
유준규,KT,0.214,7,16,14,3,3,0,0,0,3,0,1,0,1,0,0,6,0,0.214,0.267,0.481,1,0.25,0.0,2022
김병희,KT,0.203,41,85,74,8,15,2,0,1,20,6,0,1,7,0,3,26,2,0.270,0.294,0.564,3,0.19,0.273,2022
신본기,KT,0.182,74,138,121,9,22,3,0,1,28,8,4,1,10,0,2,28,5,0.231,0.254,0.485,3,0.179,0.4,2022
송민섭,KT,0.156,119,72,64,17,10,1,2,0,15,3,3,0,5,0,0,19,0,0.234,0.217,0.451,1,0.214,0.182,2022
이시원,KT,0.133,31,16,15,6,2,0,0,0,2,1,0,0,0,0,1,4,0,0.133,0.188,0.321,0,0.2,0.5,2022
권동진,KT,0.132,48,40,38,9,5,1,1,0,8,4,1,0,1,0,0,16,0,0.211,0.154,0.365,0,0.091,0.0,2022
박경수,KT,0.120,100,194,166,13,20,3,0,3,32,10,2,1,24,0,1,70,3,0.193,0.234,0.427,1,0.122,0.176,2022
고명성,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2022
김재윤,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2022
김태훈,KT,0.000,7,10,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0.000,0.000,0,0.0,0.0,2022
문상인,KT,0.000,12,3,3,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0.000,0.000,0.000,0,0.0,0.0,2022
박영현,KT,-,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2022
배제성,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2022
심재민,KT,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2022
양승혁,KT,0.000,11,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0,2022
이상우,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2022
이정현,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2022
조대현,KT,0.000,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.000,0.000,0.000,0,0.0,0.0,2022
주권,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2022
지명성,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2022
권혁경,KIA,0.500,2,2,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0.500,0.500,1.000,0,0.5,0.0,2022
김선우,KIA,0.333,3,4,3,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0.333,0.500,0.833,0,0.0,0.0,2022
박정우,KIA,0.333,16,3,3,2,1,0,0,0,1,2,0,0,0,0,0,1,0,0.333,0.333,0.666,0,0.5,0.0,2022
나성범,KIA,0.320,144,649,563,92,180,39,2,21,286,97,0,5,64,6,17,137,7,0.508,0.402,0.910,54,0.316,0.0,2022
소크라테스,KIA,0.311,127,554,514,83,160,29,7,17,254,77,0,4,34,4,2,81,11,0.494,0.354,0.848,47,0.296,0.0,2022
이창진,KIA,0.301,111,404,346,56,104,14,0,7,139,48,11,4,41,0,2,63,7,0.402,0.374,0.776,30,0.29,0.333,2022
이우성,KIA,0.292,80,137,120,23,35,7,0,1,45,12,4,0,12,0,1,20,5,0.375,0.361,0.736,7,0.258,0.333,2022
김선빈,KIA,0.287,140,587,505,51,145,23,0,3,177,61,7,3,65,0,6,47,14,0.350,0.373,0.723,40,0.265,0.333,2022
고종욱,KIA,0.283,62,114,106,13,30,7,1,2,45,14,1,0,7,0,0,21,2,0.425,0.327,0.752,6,0.296,0.297,2022
류지혁,KIA,0.274,127,477,405,55,111,19,2,2,140,48,8,2,56,0,6,83,6,0.346,0.369,0.715,28,0.305,0.286,2022
김호령,KIA,0.273,54,88,77,21,21,1,1,1,27,8,4,0,7,0,0,22,4,0.351,0.333,0.684,5,0.222,0.25,2022
박찬호,KIA,0.272,130,566,493,81,134,22,0,4,168,45,8,7,57,0,1,67,9,0.341,0.344,0.685,34,0.277,0.0,2022
최형우,KIA,0.264,132,530,454,55,120,27,1,14,191,71,0,2,73,5,1,92,9,0.421,0.366,0.787,33,0.282,0.286,2022
황대인,KIA,0.256,129,524,476,40,122,27,0,14,191,91,0,5,36,2,7,92,20,0.401,0.315,0.716,34,0.296,0.0,2022
박동원,KIA,0.242,123,447,385,52,93,21,0,18,168,57,7,1,45,4,9,95,9,0.436,0.334,0.770,21,0.234,0.077,2022
김도영,KIA,0.237,103,254,224,37,53,11,4,3,81,19,4,1,22,0,3,62,3,0.362,0.312,0.674,12,0.259,0.222,2022
김규성,KIA,0.180,70,52,50,14,9,0,1,1,14,4,1,0,1,0,0,12,0,0.280,0.196,0.476,0,0.077,0.0,2022
한승택,KIA,0.176,66,119,102,11,18,2,0,1,23,12,4,1,9,0,3,30,2,0.225,0.261,0.486,3,0.16,0.25,2022
김석환,KIA,0.149,51,107,94,15,14,2,0,3,25,7,0,0,10,0,3,32,1,0.266,0.252,0.518,3,0.125,0.071,2022
최정용,KIA,0.091,30,23,22,5,2,0,0,0,2,0,1,0,0,0,0,6,0,0.091,0.091,0.182,0,0.0,0.25,2022
임석진,KIA,0.071,10,17,14,4,1,0,0,1,4,1,0,0,2,0,1,9,1,0.286,0.235,0.521,0,0.0,1.0,2022
김재열,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2022
나지완,KIA,0.000,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.0,0.0,2022
류승현,KIA,0.000,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0,2022
박민,KIA,0.000,6,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.0,0.0,2022
신범수,KIA,0.000,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0,2022
이정훈,KIA,0.000,6,10,8,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0.000,0.200,0.200,0,0.0,0.0,2022
이천웅,LG,1.000,4,3,3,0,3,0,0,0,3,1,0,0,0,0,0,0,0,1.000,1.000,2.000,0,1.0,1.0,2023
홍창기,LG,0.332,141,643,524,109,174,35,2,1,216,65,3,6,88,3,22,83,6,0.412,0.444,0.856,58,0.361,0.5,2023
안익훈,LG,0.318,11,23,22,1,7,1,0,0,8,2,0,0,0,0,1,2,0,0.364,0.348,0.712,2,0.333,0.0,2023
오스틴,LG,0.313,139,583,520,87,163,29,4,23,269,95,0,7,53,2,3,75,11,0.517,0.376,0.893,43,0.299,0.5,2023
문보경,LG,0.301,131,542,469,77,141,29,5,10,210,72,9,4,58,2,2,83,5,0.448,0.377,0.825,39,0.281,0.25,2023
문성주,LG,0.294,136,534,449,77,132,21,4,2,167,57,6,4,67,0,8,34,10,0.372,0.392,0.764,31,0.297,0.375,2023
김현수,LG,0.293,133,556,488,53,143,22,2,6,187,88,1,8,58,4,1,53,10,0.383,0.364,0.747,43,0.348,0.25,2023
박해민,LG,0.285,144,558,485,80,138,14,2,6,174,59,24,1,45,0,3,74,7,0.359,0.348,0.707,33,0.313,0.5,2023
신민재,LG,0.277,122,331,282,47,78,5,2,0,87,28,17,2,29,0,1,34,5,0.309,0.344,0.653,19,0.329,1.0,2023
정주현,LG,0.273,89,101,88,17,24,2,0,1,29,12,2,1,9,0,0,16,1,0.330,0.337,0.667,5,0.304,0.0,2023
오지환,LG,0.268,126,502,422,65,113,24,3,8,167,62,4,4,64,0,8,82,4,0.396,0.371,0.767,25,0.298,0.333,2023
박동원,LG,0.249,130,481,409,54,102,17,1,20,181,75,8,8,49,3,7,90,7,0.443,0.334,0.777,27,0.212,0.333,2023
김민성,LG,0.249,112,316,273,34,68,11,0,8,103,41,9,2,25,0,7,58,7,0.377,0.326,0.703,17,0.253,0.167,2023
이재원,LG,0.214,57,129,112,15,24,5,0,4,41,18,0,3,12,2,2,40,1,0.366,0.295,0.661,4,0.242,0.133,2023
손호영,LG,0.205,27,45,44,8,9,0,0,1,12,6,0,0,1,0,0,12,5,0.273,0.222,0.495,1,0.417,0.0,2023
김주성,LG,0.200,11,7,5,1,1,0,0,0,1,0,0,0,1,0,1,2,0,0.200,0.429,0.629,0,0.0,0.0,2023
서건창,LG,0.200,44,126,110,14,22,5,2,0,31,12,3,3,10,0,0,14,5,0.282,0.260,0.542,5,0.241,0.1,2023
허도환,LG,0.141,47,81,64,8,9,3,0,2,18,10,7,1,3,0,6,20,3,0.281,0.243,0.524,1,0.333,0.0,2023
김기연,LG,0.118,28,40,34,3,4,0,0,0,4,2,1,0,5,0,0,10,0,0.118,0.231,0.349,0,0.167,0.0,2023
김범석,LG,0.111,10,29,27,3,3,1,0,1,7,4,0,1,1,0,0,5,1,0.259,0.138,0.397,0,0.125,0.0,2023
최승민,LG,0.071,38,15,14,10,1,0,0,0,1,1,0,0,1,0,0,4,1,0.071,0.133,0.204,0,0.2,0.0,2023
송찬의,LG,0.056,19,22,18,2,1,1,0,0,2,1,0,0,4,0,0,6,0,0.111,0.227,0.338,0,0.5,0.0,2023
고우석,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2023
김대현,LG,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2023
박명근,LG,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2023
송대현,LG,0.000,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0.000,0.000,0,0.0,0.0,2023
오석주,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2023
이정용,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2023
전준호,LG,0.000,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.0,0.0,2023
최동환,LG,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2023
김민혁,KT,0.297,113,448,397,68,118,20,3,3,153,41,7,5,36,0,3,48,4,0.385,0.356,0.741,33,0.284,0.286,2023
황재균,KT,0.295,109,457,407,62,120,26,2,6,168,49,3,1,45,1,1,64,15,0.413,0.366,0.779,35,0.314,0.0,2023
정준영,KT,0.292,34,55,48,6,14,2,0,0,16,6,4,0,3,0,0,11,1,0.333,0.333,0.666,1,0.214,0.333,2023
안치영,KT,0.290,76,136,124,20,36,3,1,0,41,9,3,1,6,0,2,35,1,0.331,0.331,0.662,10,0.276,0.333,2023
알포드,KT,0.289,133,547,491,83,142,31,3,15,224,70,0,3,47,1,6,140,6,0.456,0.356,0.812,43,0.303,0.667,2023
장성우,KT,0.288,131,464,410,37,118,22,0,11,173,65,3,7,42,1,2,70,12,0.422,0.351,0.773,36,0.267,0.25,2023
박병호,KT,0.283,132,493,431,53,122,15,0,18,191,87,0,8,46,2,8,114,9,0.443,0.357,0.800,31,0.34,0.25,2023
이호연,KT,0.278,85,234,212,28,59,5,1,3,75,17,1,1,16,0,4,41,6,0.354,0.339,0.693,12,0.222,0.357,2023
배정대,KT,0.277,97,361,311,48,86,16,0,2,108,38,4,5,38,1,3,76,2,0.347,0.356,0.703,25,0.293,0.0,2023
김상수,KT,0.271,129,512,443,58,120,19,1,3,150,56,8,3,55,0,3,68,9,0.339,0.353,0.692,30,0.336,0.5,2023
강백호,KT,0.265,71,271,238,32,63,10,1,8,99,39,0,2,31,4,0,55,1,0.416,0.347,0.763,15,0.345,0.3,2023
문상철,KT,0.260,112,330,304,30,79,20,0,9,126,46,1,6,16,1,3,81,4,0.414,0.298,0.712,16,0.219,0.229,2023
오윤석,KT,0.251,82,223,199,24,50,13,1,4,77,17,6,0,13,1,5,44,7,0.387,0.313,0.700,17,0.262,0.222,2023
박민석,KT,0.250,4,4,4,1,1,0,0,0,1,0,0,0,0,0,0,3,0,0.250,0.250,0.500,0,0.0,0.0,2023
조용호,KT,0.248,63,184,161,20,40,2,0,0,42,7,0,0,23,0,0,25,3,0.261,0.342,0.603,9,0.196,0.364,2023
홍현빈,KT,0.233,44,86,73,15,17,2,0,0,19,1,0,0,13,0,0,21,2,0.260,0.349,0.609,4,0.067,0.0,2023
김준태,KT,0.209,69,136,115,10,24,4,0,3,37,23,1,0,19,0,1,32,3,0.322,0.326,0.648,2,0.4,0.3,2023
신본기,KT,0.204,40,75,54,8,11,2,0,1,16,7,1,4,14,0,2,8,3,0.296,0.365,0.661,1,0.0,0.0,2023
문상준,KT,0.200,2,5,5,1,1,0,0,0,1,0,0,0,0,0,0,4,0,0.200,0.200,0.400,0,0.0,0.0,2023
박경수,KT,0.200,107,221,185,12,37,13,0,1,53,12,5,0,30,1,1,46,2,0.286,0.315,0.601,8,0.139,0.077,2023
강현우,KT,0.194,53,111,103,11,20,6,0,1,29,11,1,0,6,0,1,17,3,0.282,0.245,0.527,3,0.206,0.167,2023
강민성,KT,0.182,12,27,22,2,4,1,0,0,5,0,1,0,4,0,0,10,0,0.227,0.308,0.535,0,0.333,0.0,2023
장준원,KT,0.172,69,104,87,10,15,2,1,1,22,10,3,1,12,0,1,25,1,0.253,0.277,0.530,1,0.208,0.0,2023
이상호,KT,0.148,63,60,54,15,8,1,0,0,9,5,4,0,2,0,0,9,2,0.167,0.179,0.346,0,0.231,0.143,2023
이시원,KT,0.138,29,32,29,4,4,0,0,0,4,1,1,0,2,0,0,6,0,0.138,0.194,0.332,1,0.111,0.0,2023
류현인,KT,0.130,17,24,23,6,3,0,0,0,3,3,0,0,1,0,0,4,0,0.130,0.167,0.297,0,0.25,0.0,2023
송민섭,KT,0.130,69,25,23,6,3,0,0,0,3,0,0,0,1,0,1,8,0,0.130,0.200,0.330,0,0.0,0.0,2023
손민석,KT,0.100,9,12,10,2,1,0,0,0,1,1,0,0,1,0,1,3,0,0.100,0.250,0.350,0,0.0,0.0,2023
김민,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2023
김병준,KT,0.000,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0.000,0.000,0,0.0,0.0,2023
김병희,KT,0.000,5,9,8,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0.000,0.111,0.111,0,0.0,0.0,2023
김영현,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2023
김재윤,KT,-,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2023
문상인,KT,-,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-,1.000,1.000,0,0.0,0.0,2023
박영현,KT,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2023
이상동,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2023
이선우,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2023
이채호,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2023
하준호,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2023
김정민,SSG,0.500,8,2,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0.500,0.500,1.000,0,0.0,0.0,2023
에레디아,SSG,0.323,122,523,473,76,153,29,0,12,218,76,1,1,39,4,9,75,13,0.461,0.385,0.846,43,0.338,0.0,2023
하재훈,SSG,0.303,77,229,201,35,61,10,1,7,94,35,2,2,19,1,5,53,0,0.468,0.374,0.842,16,0.327,0.167,2023
최정,SSG,0.297,128,552,471,94,140,31,0,29,258,87,1,6,59,6,15,87,12,0.548,0.388,0.936,39,0.264,0.0,2023
최항,SSG,0.286,21,35,28,3,8,1,0,1,12,6,1,1,5,0,0,12,1,0.429,0.382,0.811,2,0.333,0.25,2023
한유섬,SSG,0.273,109,388,333,29,91,15,2,7,131,55,2,7,34,1,12,81,3,0.393,0.355,0.748,20,0.333,0.063,2023
최지훈,SSG,0.268,117,503,462,65,124,19,8,2,165,30,8,1,29,0,3,50,3,0.357,0.315,0.672,31,0.223,0.0,2023
김성현,SSG,0.268,112,354,310,35,83,14,0,1,100,27,13,2,29,1,0,36,6,0.323,0.328,0.651,22,0.23,0.0,2023
최준우,SSG,0.267,38,69,60,5,16,1,0,0,17,6,0,1,8,0,0,10,3,0.283,0.348,0.631,4,0.294,0.333,2023
박성한,SSG,0.266,128,529,459,53,122,19,0,9,168,47,7,4,58,1,1,56,7,0.366,0.347,0.713,30,0.254,0.0,2023
