선수명,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의4구,사구,삼진,병살타,장타율,출루율,출루율+장타율,멀티히트,득점권타율,대타타율
권혁,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
김대한,두산,0.000,19,18,15,4,0,0,0,0,0,0,0,0,3,0,0,9,0,0.000,0.167,0.167,0,0.0,0.0
김승회,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
김태근,두산,-,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
박유연,두산,0.000,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0
배영수,두산,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
서예일,두산,0.000,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.0,0.0
송승환,두산,0.000,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0
이영하,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
전민재,두산,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
함덕주,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
민병헌,롯데,0.304,101,420,369,52,112,24,2,9,167,43,1,3,42,0,5,55,9,0.453,0.379,0.832,32,0.289,0.333
전준우,롯데,0.301,141,606,545,85,164,30,1,22,262,83,1,7,46,2,7,71,19,0.481,0.359,0.840,45,0.279,0.0
손아섭,롯데,0.295,134,568,512,78,151,22,1,10,205,63,1,2,52,1,1,92,6,0.400,0.360,0.760,41,0.293,0.2
이대호,롯데,0.285,135,549,485,48,138,23,1,16,211,88,0,7,47,4,10,65,19,0.435,0.355,0.790,38,0.29,0.0
김동한,롯데,0.282,42,85,78,9,22,4,0,0,26,2,1,0,6,0,0,15,1,0.333,0.333,0.666,5,0.167,0.222
정준혁,롯데,0.273,6,11,11,1,3,0,0,0,3,1,0,0,0,0,0,6,0,0.273,0.273,0.546,0,0.333,0.333
신본기,롯데,0.256,121,413,375,43,96,9,0,1,108,26,5,1,24,1,8,62,9,0.288,0.314,0.602,23,0.223,0.0
허일,롯데,0.255,71,162,149,14,38,4,0,1,45,17,0,0,12,0,1,28,1,0.302,0.315,0.617,6,0.292,0.424
고승민,롯데,0.253,30,89,83,7,21,6,2,0,31,6,1,1,4,0,0,16,1,0.373,0.284,0.657,5,0.357,0.0
아수아헤,롯데,0.252,49,194,163,34,41,5,4,2,60,21,3,1,26,1,1,24,0,0.368,0.356,0.724,10,0.378,0.0
채태인,롯데,0.251,59,182,167,11,42,11,0,5,68,29,0,2,11,1,2,45,5,0.407,0.302,0.709,10,0.255,0.182
윌슨,롯데,0.251,68,268,231,21,58,15,0,9,100,37,0,1,31,0,5,60,8,0.433,0.351,0.784,16,0.274,0.25
문규현,롯데,0.250,40,72,64,7,16,2,0,0,18,10,2,3,3,0,0,10,1,0.281,0.271,0.552,5,0.357,0.2
김문호,롯데,0.243,51,109,103,6,25,7,0,0,32,4,1,1,4,0,0,30,1,0.311,0.269,0.580,6,0.095,0.182
강로한,롯데,0.240,104,306,288,38,69,15,6,4,108,25,1,1,13,0,3,107,3,0.375,0.279,0.654,15,0.276,0.333
김민수,롯데,0.235,11,37,34,0,8,3,0,0,11,1,0,0,1,0,2,14,2,0.324,0.297,0.621,1,0.333,0.0
정훈,롯데,0.226,88,222,190,26,43,4,1,2,55,17,3,1,23,1,5,47,4,0.289,0.324,0.613,12,0.176,0.05
오윤석,롯데,0.222,76,228,198,21,44,2,0,1,49,21,4,4,20,1,2,43,4,0.247,0.295,0.542,9,0.291,0.25
배성근,롯데,0.205,36,48,44,4,9,1,0,0,10,2,0,0,4,0,0,13,0,0.227,0.271,0.498,1,0.182,0.0
한동희,롯데,0.203,59,207,187,12,38,9,0,2,53,9,0,2,18,0,0,57,3,0.283,0.271,0.554,6,0.114,0.5
나경민,롯데,0.200,45,49,45,10,9,0,2,0,13,7,0,0,3,0,1,12,0,0.289,0.265,0.554,0,0.333,0.0
안중열,롯데,0.191,73,145,136,10,26,6,1,2,40,4,1,0,6,0,2,41,2,0.294,0.236,0.530,3,0.08,0.5
김준태,롯데,0.159,43,104,88,10,14,3,0,0,17,8,2,0,12,0,2,23,1,0.193,0.275,0.468,1,0.222,0.0
이병규,롯데,0.158,8,22,19,1,3,2,0,0,5,0,0,0,2,0,1,7,1,0.263,0.273,0.536,1,0.0,0.0
정보근,롯데,0.125,15,35,32,3,4,0,0,0,4,1,0,0,2,0,1,10,2,0.125,0.200,0.325,0,0.167,0.0
나균안,롯데,0.124,104,209,185,12,23,4,0,3,36,13,7,2,9,0,6,88,5,0.195,0.188,0.383,4,0.098,0.0
조홍석,롯데,0.117,42,65,60,8,7,2,1,0,11,5,0,1,4,0,0,14,1,0.183,0.169,0.352,1,0.118,0.0
신윤후,롯데,0.100,17,20,20,4,2,0,0,1,5,2,0,0,0,0,0,4,0,0.250,0.100,0.350,0,0.0,0.0
전병우,롯데,0.098,29,55,51,2,5,1,0,0,6,0,1,0,3,0,0,22,0,0.118,0.148,0.266,0,0.0,0.0
고효준,롯데,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
구승민,롯데,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
김사훈,롯데,0.000,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.0,0.0
박시영,롯데,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
박진형,롯데,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
손승락,롯데,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
오현택,롯데,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
이찬건,롯데,0.000,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0.000,0.000,0,0.0,0.0
정성종,롯데,0.000,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.0,0.0
최설우,롯데,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
황진수,롯데,0.000,6,4,3,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0.000,0.250,0.250,0,0.0,0.0
김헌곤,삼성,0.297,114,467,411,57,122,20,1,5,159,46,5,6,37,1,8,41,18,0.387,0.361,0.748,33,0.313,0.0
러프,삼성,0.292,133,568,472,80,138,35,2,22,243,101,0,9,80,6,7,87,18,0.515,0.396,0.911,39,0.317,0.0
박찬도,삼성,0.281,30,34,32,10,9,1,0,0,10,2,0,0,2,1,0,10,0,0.313,0.324,0.637,2,0.111,0.5
윌리엄슨,삼성,0.273,40,168,154,19,42,7,1,4,63,15,0,1,13,0,0,50,2,0.409,0.327,0.736,13,0.233,0.0
김상수,삼성,0.271,129,543,468,76,127,20,2,5,166,38,6,4,50,1,15,67,14,0.355,0.358,0.713,36,0.228,0.25
구자욱,삼성,0.267,122,526,475,66,127,27,6,15,211,71,0,6,38,2,7,88,5,0.444,0.327,0.771,32,0.302,0.5
이학주,삼성,0.262,118,436,385,43,101,14,3,7,142,36,5,4,32,0,10,89,3,0.369,0.332,0.701,28,0.232,0.25
박한이,삼성,0.257,30,85,74,6,19,3,0,2,28,13,1,1,9,0,0,17,0,0.378,0.333,0.711,3,0.217,0.25
박계범,삼성,0.256,58,204,168,26,43,8,1,4,65,25,6,3,22,0,5,45,7,0.387,0.354,0.741,9,0.255,0.0
이성규,삼성,0.256,16,46,43,3,11,2,0,2,19,7,0,0,2,0,1,16,1,0.442,0.304,0.746,1,0.3,0.667
최영진,삼성,0.251,96,275,251,29,63,15,1,5,95,20,8,0,14,2,2,47,4,0.378,0.296,0.674,15,0.228,0.167
이원석,삼성,0.246,111,455,395,44,97,20,0,19,174,76,2,7,43,0,8,73,10,0.441,0.327,0.768,24,0.304,0.0
공민규,삼성,0.245,28,60,53,4,13,1,0,3,23,6,0,0,6,0,1,18,0,0.434,0.333,0.767,2,0.0,0.222
박해민,삼성,0.239,144,581,506,64,121,16,7,5,166,44,12,3,58,0,2,82,4,0.328,0.318,0.646,34,0.239,0.143
백승민,삼성,0.238,19,45,42,4,10,1,0,0,11,4,0,1,2,0,0,12,2,0.262,0.267,0.529,3,0.357,0.143
송준석,삼성,0.235,26,56,51,6,12,3,0,1,18,4,1,1,2,0,1,14,3,0.353,0.273,0.626,3,0.063,0.0
강민호,삼성,0.234,112,393,346,36,81,20,0,13,140,45,2,3,33,2,9,76,9,0.405,0.315,0.720,18,0.235,0.0
김응민,삼성,0.231,8,13,13,0,3,1,0,0,4,0,0,0,0,0,0,6,1,0.308,0.231,0.539,0,0.0,1.0
김호재,삼성,0.219,28,33,32,1,7,1,0,0,8,0,0,0,1,0,0,7,1,0.250,0.242,0.492,1,0.0,0.333
김동엽,삼성,0.215,60,211,195,15,42,4,1,6,66,25,0,2,12,0,2,47,2,0.338,0.265,0.603,11,0.239,0.167
김민수,삼성,0.205,29,41,39,5,8,1,0,0,9,2,0,1,1,0,0,16,0,0.231,0.220,0.451,1,0.1,0.5
김도환,삼성,0.204,61,106,93,7,19,6,0,2,31,7,4,1,8,0,0,36,0,0.333,0.265,0.598,0,0.238,0.0
손주인,삼성,0.194,20,35,31,2,6,0,0,1,9,4,2,0,2,0,0,6,3,0.290,0.242,0.532,0,0.222,0.333
박승규,삼성,0.190,14,23,21,2,4,0,0,0,4,2,0,0,2,0,0,7,0,0.190,0.261,0.451,1,0.111,0.0
김성훈,삼성,0.182,65,88,77,14,14,1,1,1,20,5,4,0,7,0,0,11,0,0.260,0.250,0.510,1,0.231,0.0
이성곤,삼성,0.179,13,28,28,1,5,3,0,0,8,0,0,0,0,0,0,6,0,0.286,0.179,0.465,1,0.0,0.0
최선호,삼성,0.167,17,8,6,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0.167,0.375,0.542,0,0.0,0.0
권오준,삼성,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
김재현,삼성,0.000,6,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0
양우현,삼성,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.0,0.0
이현동,삼성,0.000,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0
최지광,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
이정후,키움,0.336,140,630,574,91,193,31,10,6,262,68,3,4,45,0,4,40,15,0.456,0.386,0.842,67,0.307,0.4
김하성,키움,0.307,139,625,540,112,166,38,2,19,265,104,1,7,70,4,7,80,12,0.491,0.389,0.880,48,0.364,1.0
샌즈,키움,0.305,139,613,525,100,160,39,1,28,285,113,0,5,77,1,6,101,17,0.543,0.396,0.939,47,0.302,0.0
서건창,키움,0.300,113,486,426,67,128,23,3,2,163,41,3,5,49,1,3,50,5,0.383,0.373,0.756,35,0.344,0.333
박동원,키움,0.297,112,361,317,50,94,15,1,10,141,55,7,1,34,0,2,56,10,0.445,0.367,0.812,23,0.337,0.364
이지영,키움,0.282,106,331,308,40,87,5,1,1,97,39,6,1,15,1,1,28,14,0.315,0.317,0.632,23,0.308,0.313
박병호,키움,0.280,122,532,432,92,121,22,0,33,242,98,0,9,78,5,13,117,7,0.560,0.398,0.958,31,0.291,0.5
김혜성,키움,0.276,122,387,348,57,96,16,7,0,126,32,4,4,29,1,2,85,4,0.362,0.332,0.694,22,0.271,0.0
김웅빈,키움,0.273,4,11,11,1,3,1,0,0,4,3,0,0,0,0,0,2,2,0.364,0.273,0.637,1,0.4,0.0
김지수,키움,0.267,69,32,30,3,8,2,0,0,10,3,0,0,2,0,0,7,1,0.333,0.313,0.646,0,0.5,0.0
김규민,키움,0.248,94,250,222,33,55,8,1,3,74,24,0,2,22,0,4,68,4,0.333,0.324,0.657,13,0.212,0.5
장영석,키움,0.247,119,413,372,41,92,15,0,7,128,62,0,5,27,0,9,77,14,0.344,0.310,0.654,22,0.287,0.143
임병욱,키움,0.243,117,419,379,39,92,17,5,0,119,41,6,0,23,0,11,110,6,0.314,0.305,0.619,21,0.267,0.0
허정협,키움,0.235,37,77,68,3,16,1,0,0,17,8,0,1,7,0,1,19,1,0.250,0.312,0.562,2,0.3,0.1
송성문,키움,0.227,103,335,308,33,70,12,5,3,101,34,4,4,19,0,0,53,7,0.328,0.269,0.597,17,0.229,0.235
주효상,키움,0.207,18,30,29,3,6,2,1,0,10,5,0,0,1,0,0,7,0,0.345,0.233,0.578,0,0.2,0.333
박정음,키움,0.197,60,88,71,13,14,2,1,0,18,7,1,0,11,0,5,31,1,0.254,0.345,0.599,3,0.32,0.0
예진원,키움,0.167,2,8,6,1,1,1,0,0,2,1,0,0,2,0,0,3,0,0.333,0.375,0.708,0,0.5,0.0
임지열,키움,0.133,11,18,15,0,2,1,0,0,3,3,1,0,1,0,1,7,1,0.200,0.235,0.435,0,0.25,0.25
김은성,키움,0.125,5,10,8,1,1,0,0,0,1,0,0,0,2,0,0,2,1,0.125,0.300,0.425,0,0.0,0.0
김주형,키움,0.000,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.0,0.0
윤영삼,키움,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
추재현,키움,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.0,0.0
김태균,한화,0.305,127,500,433,47,132,21,0,6,171,62,0,8,54,5,5,94,15,0.395,0.382,0.777,30,0.301,0.25
이시원,한화,0.290,14,31,31,3,9,1,0,0,10,4,0,0,0,0,0,8,1,0.323,0.290,0.613,1,0.231,0.5
최재훈,한화,0.290,135,451,373,47,108,18,0,3,135,31,4,4,56,0,14,61,9,0.362,0.398,0.760,28,0.225,0.0
호잉,한화,0.284,124,525,476,74,135,26,2,18,219,73,1,5,38,5,5,90,6,0.460,0.340,0.800,40,0.262,0.0
정근우,한화,0.278,88,305,277,37,77,10,1,3,98,30,3,1,20,1,4,43,11,0.354,0.334,0.688,17,0.361,0.417
송광민,한화,0.264,122,486,454,50,120,21,0,7,162,51,3,5,21,0,3,91,18,0.357,0.298,0.655,35,0.261,0.333
하주석,한화,0.263,5,20,19,3,5,2,0,0,7,2,1,0,0,0,0,4,1,0.368,0.263,0.631,2,0.333,0.0
정은원,한화,0.262,142,624,564,83,148,27,6,8,211,57,6,6,48,0,0,101,6,0.374,0.317,0.691,44,0.241,0.333
이성열,한화,0.256,129,476,414,60,106,21,1,21,192,85,1,4,48,1,9,114,7,0.464,0.343,0.807,25,0.314,0.077
김민하,한화,0.256,72,140,125,14,32,6,0,2,44,14,2,1,9,0,3,41,4,0.352,0.319,0.671,5,0.267,0.4
장진혁,한화,0.254,113,349,315,42,80,16,5,1,109,24,2,1,26,0,5,74,4,0.346,0.320,0.666,17,0.234,0.182
김태연,한화,0.250,9,6,4,0,1,1,0,0,2,0,0,0,2,0,0,2,0,0.500,0.500,1.000,0,0.0,0.0
지시완,한화,0.250,58,109,104,7,26,6,0,2,38,11,0,0,5,0,0,21,3,0.365,0.284,0.649,5,0.226,0.111
최윤석,한화,0.250,7,15,12,3,3,0,0,0,3,1,0,0,3,0,0,4,0,0.250,0.400,0.650,0,0.5,0.0
강경학,한화,0.239,52,135,113,21,27,4,0,0,31,12,3,1,15,0,3,32,3,0.274,0.341,0.615,5,0.222,0.286
김회성,한화,0.231,58,117,104,7,24,4,0,3,37,18,1,1,11,0,0,24,1,0.356,0.302,0.658,4,0.303,0.25
최진행,한화,0.231,45,129,117,10,27,6,0,6,51,19,0,1,9,0,2,28,3,0.436,0.295,0.731,7,0.158,0.143
백진우,한화,0.227,16,48,44,4,10,3,0,0,13,3,2,0,0,0,2,18,1,0.295,0.261,0.556,4,0.167,0.0
변우혁,한화,0.226,29,61,53,7,12,1,0,1,16,2,0,0,7,0,1,17,3,0.302,0.328,0.630,1,0.231,0.0
오선진,한화,0.224,122,453,392,37,88,16,0,3,113,36,10,3,38,0,10,72,8,0.288,0.307,0.595,22,0.263,0.0
김인환,한화,0.214,18,46,42,1,9,1,0,0,10,2,0,2,2,0,0,9,0,0.238,0.239,0.477,1,0.0,0.25
김종민,한화,0.200,10,21,20,2,4,0,0,1,7,1,1,0,0,0,0,7,1,0.350,0.200,0.550,1,0.0,0.0
노시환,한화,0.186,91,192,177,19,33,8,1,1,46,13,1,1,11,0,2,72,3,0.260,0.241,0.501,7,0.205,0.111
박한결,한화,0.182,9,11,11,0,2,0,0,0,2,0,0,0,0,0,0,4,1,0.182,0.182,0.364,0,0.0,0.0
양성우,한화,0.168,56,129,119,11,20,3,0,1,26,6,1,0,9,0,0,28,2,0.218,0.227,0.445,1,0.143,0.143
유로결,한화,0.164,38,61,55,10,9,1,0,1,13,4,0,1,5,0,0,17,0,0.236,0.230,0.466,1,0.143,0.333
이창열,한화,0.154,11,16,13,3,2,0,0,0,2,1,1,0,1,0,1,5,1,0.154,0.267,0.421,0,0.25,0.0
장운호,한화,0.100,7,12,10,2,1,0,0,0,1,0,1,0,1,0,0,1,0,0.100,0.182,0.282,0,0.0,0.0
김경태,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
김종수,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
김창혁,한화,0.000,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0
박상언,한화,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0
박준혁,한화,0.000,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0
서폴드,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
신정락,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
안영명,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
이원석,한화,0.000,13,9,6,3,0,0,0,0,0,0,0,0,2,0,1,5,0,0.000,0.333,0.333,0,0.0,0.0
임준섭,한화,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
정우람,한화,-,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
